,Date,Name,Max Wind
36491,1981,           UNNAMED,60.0
36512,1982,           ALBERTO,75.0
36530,1982,           UNNAMED,60.0
36543,1982,             BERYL,60.0
36581,1982,           UNNAMED,30.0
36597,1982,             CHRIS,55.0
36614,1982,             DEBBY,115.0
36645,1982,           UNNAMED,30.0
36661,1982,           ERNESTO,60.0
36673,1983,           UNNAMED,30.0
36696,1983,           UNNAMED,30.0
36722,1983,            ALICIA,100.0
36748,1983,             BARRY,70.0
36775,1983,           CHANTAL,65.0
36796,1983,              DEAN,55.0
36814,1984,           UNNAMED,30.0
36826,1984,           UNNAMED,30.0
36835,1984,           UNNAMED,30.0
36847,1984,           UNNAMED,30.0
36858,1984,           UNNAMED,50.0
36873,1984,            ARTHUR,45.0
36907,1984,            BERTHA,35.0
36930,1984,             CESAR,50.0
36943,1984,           UNNAMED,30.0
36952,1984,             DIANA,115.0
36986,1984,           EDOUARD,55.0
36994,1984,              FRAN,55.0
37016,1984,            GUSTAV,45.0
37028,1984,          HORTENSE,65.0
37069,1984,           ISIDORE,50.0
37095,1984,         JOSEPHINE,90.0
37152,1984,           UNNAMED,30.0
37165,1984,             KLAUS,80.0
37199,1984,           UNNAMED,30.0
37220,1984,              LILI,70.0
37270,1985,               ANA,60.0
37287,1985,               BOB,65.0
37309,1985,         CLAUDETTE,75.0
37340,1985,             DANNY,80.0
37378,1985,             ELENA,110.0
37412,1985,           UNNAMED,30.0
37434,1985,           UNNAMED,30.0
37445,1985,            FABIAN,55.0
37462,1985,            GLORIA,125.0
37528,1985,             HENRI,50.0
37544,1985,            ISABEL,60.0
37581,1985,              JUAN,75.0
37611,1985,              KATE,105.0
37646,1985,           UNNAMED,30.0
37657,1986,            ANDREW,45.0
37674,1986,            BONNIE,75.0
37696,1986,           UNNAMED,30.0
37718,1986,           UNNAMED,30.0
37726,1986,           CHARLEY,70.0
37795,1986,           UNNAMED,30.0
37817,1986,           UNNAMED,30.0
37831,1986,          DANIELLE,50.0
37846,1986,              EARL,90.0
37885,1986,           FRANCES,75.0
37899,1987,           UNNAMED,30.0
37931,1987,           UNNAMED,40.0
37964,1987,            ARLENE,65.0
38046,1987,           UNNAMED,30.0
38058,1987,              BRET,45.0
38085,1987,           UNNAMED,30.0
38100,1987,             CINDY,45.0
38123,1987,           UNNAMED,30.0
38136,1987,           UNNAMED,30.0
38144,1987,            DENNIS,45.0
38194,1987,           UNNAMED,30.0
38212,1987,             EMILY,110.0
38243,1987,             FLOYD,65.0
38265,1987,           UNNAMED,30.0
38283,1988,           ALBERTO,35.0
38297,1988,             BERYL,45.0
38310,1988,             CHRIS,45.0
38350,1988,             DEBBY,65.0
38384,1988,           ERNESTO,55.0
38394,1988,           UNNAMED,50.0
38408,1988,          FLORENCE,70.0
38429,1988,           GILBERT,160.0
38479,1988,            HELENE,125.0
38524,1988,             ISAAC,40.0
38537,1988,              JOAN,125.0
38591,1988,             KEITH,65.0
38631,1988,           UNNAMED,25.0
38641,1988,           UNNAMED,30.0
38649,1988,           UNNAMED,30.0
38695,1988,           UNNAMED,30.0
38712,1988,           UNNAMED,30.0
38715,1988,           UNNAMED,25.0
38722,1988,           UNNAMED,30.0
38732,1989,           UNNAMED,25.0
38740,1989,           ALLISON,45.0
38770,1989,             BARRY,45.0
38789,1989,           CHANTAL,70.0
38806,1989,              DEAN,90.0
38845,1989,           UNNAMED,30.0
38882,1989,              ERIN,90.0
38920,1989,             FELIX,75.0
38984,1989,           UNNAMED,25.0
38991,1989,         GABRIELLE,125.0
39050,1989,              HUGO,140.0
39115,1989,              IRIS,60.0
39137,1989,           UNNAMED,30.0
39153,1989,             JERRY,75.0
39174,1989,             KAREN,50.0
39199,1990,           UNNAMED,25.0
39207,1990,            ARTHUR,60.0
39230,1990,            BERTHA,70.0
39268,1990,             CESAR,45.0
39300,1990,           EDOUARD,40.0
39345,1990,             DIANA,85.0
39371,1990,              FRAN,35.0
39385,1990,            GUSTAV,105.0
39427,1990,          HORTENSE,55.0
39454,1990,           ISIDORE,85.0
39510,1990,           UNNAMED,30.0
39548,1990,         JOSEPHINE,75.0
39611,1990,             KLAUS,70.0
39637,1990,              LILI,65.0
39676,1990,             MARCO,55.0
39694,1990,              NANA,75.0
39718,1991,               ANA,45.0
39744,1991,           UNNAMED,30.0
39751,1991,               BOB,100.0
39807,1991,           UNNAMED,30.0
39815,1991,           UNNAMED,30.0
39829,1991,         CLAUDETTE,115.0
39873,1991,             DANNY,45.0
39893,1991,             ERIKA,50.0
39912,1991,            FABIAN,40.0
39924,1991,           UNNAMED,25.0
39930,1991,             GRACE,90.0
39949,1991,           UNNAMED,65.0
39972,1992,           UNNAMED,45.0
39987,1992,           UNNAMED,30.0
39993,1992,           UNNAMED,30.0
40002,1992,            ANDREW,150.0
40055,1992,            BONNIE,95.0
40117,1992,           CHARLEY,95.0
40148,1992,          DANIELLE,55.0
40167,1992,           UNNAMED,30.0
40193,1992,              EARL,55.0
40223,1992,           FRANCES,75.0
40255,1993,           UNNAMED,35.0
40267,1993,            ARLENE,35.0
40283,1993,              BRET,50.0
40317,1993,             CINDY,40.0
40330,1993,             EMILY,100.0
40392,1993,            DENNIS,45.0
40414,1993,             FLOYD,70.0
40438,1993,              GERT,85.0
40469,1993,            HARVEY,65.0
40483,1993,           UNNAMED,30.0
40489,1994,           ALBERTO,55.0
40522,1994,           UNNAMED,30.0
40529,1994,             BERYL,50.0
40550,1994,             CHRIS,70.0
40581,1994,           UNNAMED,30.0
40591,1994,             DEBBY,60.0
40600,1994,           ERNESTO,50.0
40619,1994,           UNNAMED,30.0
40630,1994,           UNNAMED,30.0
40638,1994,           UNNAMED,30.0
40646,1994,          FLORENCE,95.0
40675,1994,            GORDON,75.0
40735,1995,           ALLISON,65.0
40771,1995,             BARRY,60.0
40796,1995,           CHANTAL,60.0
40838,1995,              DEAN,40.0
40861,1995,              ERIN,85.0
40892,1995,           UNNAMED,30.0
40902,1995,             FELIX,120.0
40972,1995,         GABRIELLE,60.0
40984,1995,          HUMBERTO,95.0
41026,1995,              IRIS,95.0
41093,1995,             JERRY,35.0
41116,1995,             KAREN,45.0
41148,1995,              LUIS,130.0
41210,1995,           UNNAMED,30.0
41228,1995,           MARILYN,100.0
41308,1995,              NOEL,65.0
41354,1995,              OPAL,130.0
41394,1995,             PABLO,50.0
41411,1995,           ROXANNE,100.0
41468,1995,         SEBASTIEN,55.0
41488,1995,             TANYA,75.0
41518,1996,            ARTHUR,45.0
41541,1996,            BERTHA,100.0
41593,1996,             CESAR,75.0
41612,1996,             DOLLY,70.0
41638,1996,           EDOUARD,125.0
41712,1996,              FRAN,105.0
41785,1996,            GUSTAV,40.0
41815,1996,          HORTENSE,120.0
41869,1996,           ISIDORE,100.0
41903,1996,         JOSEPHINE,60.0
41951,1996,              KYLE,45.0
41959,1996,              LILI,100.0
42020,1996,             MARCO,65.0
42075,1997,           UNNAMED,45.0
42085,1997,               ANA,40.0
42105,1997,              BILL,65.0
42116,1997,         CLAUDETTE,40.0
42133,1997,             DANNY,70.0
42181,1997,           UNNAMED,30.0
42190,1997,             ERIKA,110.0
42258,1997,            FABIAN,40.0
42276,1997,             GRACE,40.0
42290,1998,              ALEX,45.0
42317,1998,            BONNIE,100.0
42367,1998,           CHARLEY,60.0
42381,1998,          DANIELLE,90.0
42443,1998,              EARL,85.0
42477,1998,           FRANCES,55.0
42499,1998,           GEORGES,135.0
42571,1998,           HERMINE,40.0
42587,1998,              IVAN,80.0
42624,1998,            JEANNE,90.0
42679,1998,              KARL,90.0
42706,1998,              LISA,65.0
42728,1998,             MITCH,155.0
42807,1998,            NICOLE,75.0
42843,1999,            ARLENE,50.0
42870,1999,           UNNAMED,30.0
42875,1999,              BRET,125.0
42902,1999,             CINDY,120.0
42954,1999,            DENNIS,90.0
43021,1999,             EMILY,45.0
43040,1999,           UNNAMED,30.0
43049,1999,             FLOYD,135.0
43100,1999,              GERT,130.0
43150,1999,            HARVEY,50.0
43165,1999,           UNNAMED,30.0
43176,1999,           UNNAMED,30.0
43189,1999,             IRENE,95.0
43224,1999,              JOSE,85.0
43259,1999,           KATRINA,35.0
43276,1999,             LENNY,135.0
43316,2000,           UNNAMED,25.0
43321,2000,           UNNAMED,30.0
43334,2000,           ALBERTO,110.0
43422,2000,           UNNAMED,30.0
43436,2000,             BERYL,45.0
43446,2000,             CHRIS,35.0
43456,2000,             DEBBY,75.0
43480,2000,           ERNESTO,35.0
43491,2000,           UNNAMED,30.0
43498,2000,          FLORENCE,70.0
43528,2000,            GORDON,70.0
43558,2000,            HELENE,60.0
43601,2000,             ISAAC,120.0
43654,2000,             JOYCE,80.0
43683,2000,             KEITH,120.0
43719,2000,            LESLIE,60.0
43746,2000,           MICHAEL,85.0
43769,2000,            NADINE,50.0
43783,2000,           UNNAMED,55.0
43804,2001,           ALLISON,50.0
43862,2001,           UNNAMED,25.0
43868,2001,             BARRY,60.0
43894,2001,           CHANTAL,60.0
43928,2001,              DEAN,60.0
43958,2001,              ERIN,105.0
44021,2001,             FELIX,100.0
44068,2001,         GABRIELLE,70.0
44110,2001,           UNNAMED,30.0
44115,2001,          HUMBERTO,90.0
44142,2001,              IRIS,125.0
44165,2001,             JERRY,45.0
44176,2001,             KAREN,70.0
44196,2001,           LORENZO,35.0
44213,2001,          MICHELLE,120.0
44249,2001,              NOEL,65.0
44262,2001,              OLGA,80.0
44310,2002,            ARTHUR,50.0
44331,2002,            BERTHA,35.0
44355,2002,         CRISTOBAL,45.0
44369,2002,             DOLLY,50.0
44396,2002,           EDOUARD,55.0
44418,2002,               FAY,50.0
44442,2002,           UNNAMED,30.0
44448,2002,            GUSTAV,85.0
44479,2002,             HANNA,50.0
44497,2002,           ISIDORE,110.0
44553,2002,         JOSEPHINE,50.0
44563,2002,              KYLE,75.0
44654,2002,              LILI,125.0
44712,2002,           UNNAMED,30.0
44724,2003,               ANA,50.0
44764,2003,           UNNAMED,30.0
44769,2003,              BILL,50.0
44791,2003,         CLAUDETTE,80.0
44837,2003,             DANNY,65.0
44882,2003,           UNNAMED,30.0
44891,2003,           UNNAMED,30.0
44899,2003,             ERIKA,65.0
44911,2003,           UNNAMED,30.0
44916,2003,            FABIAN,125.0
44970,2003,             GRACE,35.0
44984,2003,             HENRI,50.0
45007,2003,            ISABEL,145.0
45066,2003,           UNNAMED,30.0
45077,2003,              JUAN,90.0
45100,2003,              KATE,110.0
45159,2003,             LARRY,55.0
45202,2003,             MINDY,40.0
45217,2003,          NICHOLAS,60.0
45298,2003,            ODETTE,55.0
45322,2003,             PETER,60.0
45338,2004,              ALEX,105.0
45364,2004,            BONNIE,55.0
45409,2004,           CHARLEY,130.0
45440,2004,          DANIELLE,95.0
45487,2004,              EARL,45.0
45497,2004,           FRANCES,125.0
45573,2004,            GASTON,65.0
45602,2004,           HERMINE,50.0
45619,2004,              IVAN,145.0
45714,2004,           UNNAMED,30.0
45728,2004,            JEANNE,105.0
45798,2004,              KARL,125.0
45847,2004,              LISA,65.0
45903,2004,           MATTHEW,40.0
45917,2004,            NICOLE,45.0
45926,2004,              OTTO,45.0
45966,2005,            ARLENE,60.0
45993,2005,              BRET,35.0
46001,2005,             CINDY,65.0
46036,2005,            DENNIS,130.0
46096,2005,             EMILY,140.0
46142,2005,          FRANKLIN,60.0
46181,2005,              GERT,40.0
46191,2005,            HARVEY,55.0
46238,2005,             IRENE,90.0
46295,2005,               TEN,30.0
46317,2005,              JOSE,50.0
46324,2005,           KATRINA,150.0
46359,2005,               LEE,35.0
46386,2005,             MARIA,100.0
46438,2005,              NATE,80.0
46468,2005,           OPHELIA,75.0
46538,2005,          PHILIPPE,70.0
46567,2005,              RITA,155.0
46604,2005,          NINETEEN,30.0
46614,2005,              STAN,70.0
46632,2005,           UNNAMED,45.0
46640,2005,             TAMMY,45.0
46650,2005,        TWENTY-TWO,40.0
46678,2005,             VINCE,65.0
46694,2005,             WILMA,160.0
46743,2005,             ALPHA,45.0
46755,2005,              BETA,100.0
46774,2005,             GAMMA,45.0
46808,2005,             DELTA,60.0
46851,2005,           EPSILON,75.0
46895,2005,              ZETA,55.0
46932,2006,           ALBERTO,60.0
46971,2006,           UNNAMED,45.0
46985,2006,             BERYL,50.0
47004,2006,             CHRIS,55.0
47028,2006,             DEBBY,45.0
47055,2006,           ERNESTO,65.0
47103,2006,          FLORENCE,80.0
47166,2006,            GORDON,105.0
47224,2006,            HELENE,105.0
47287,2006,             ISAAC,75.0
47312,2007,            ANDREA,65.0
47344,2007,             BARRY,50.0
47369,2007,           CHANTAL,60.0
47393,2007,              DEAN,150.0
47436,2007,              ERIN,50.0
47458,2007,             FELIX,150.0
47487,2007,         GABRIELLE,50.0
47503,2007,            INGRID,40.0
47530,2007,          HUMBERTO,80.0
47542,2007,               TEN,30.0
47547,2007,             JERRY,35.0
47556,2007,             KAREN,65.0
47576,2007,           LORENZO,70.0
47591,2007,           MELISSA,35.0
47623,2007,           FIFTEEN,45.0
47650,2007,              NOEL,75.0
47707,2007,              OLGA,50.0
47733,2008,            ARTHUR,40.0
47744,2008,            BERTHA,110.0
47819,2008,         CRISTOBAL,55.0
47838,2008,             DOLLY,85.0
47870,2008,           EDOUARD,55.0
47885,2008,               FAY,60.0
47946,2008,            GUSTAV,135.0
47997,2008,             HANNA,75.0
48047,2008,               IKE,125.0
48110,2008,         JOSEPHINE,55.0
48144,2008,              KYLE,75.0
48168,2008,             LAURA,70.0
48203,2008,             MARCO,55.0
48212,2008,              NANA,35.0
48227,2008,              OMAR,115.0
48260,2008,           SIXTEEN,25.0
48269,2008,            PALOMA,125.0
48306,2009,               ONE,30.0
48322,2009,               ANA,35.0
48349,2009,              BILL,115.0
48396,2009,         CLAUDETTE,50.0
48405,2009,             DANNY,50.0
48418,2009,             ERIKA,45.0
48431,2009,              FRED,105.0
48480,2009,             EIGHT,30.0
48488,2009,             GRACE,55.0
48526,2009,             HENRI,45.0
48550,2009,               IDA,90.0
48582,2010,              ALEX,95.0
48615,2010,               TWO,30.0
48629,2010,            BONNIE,40.0
48648,2010,             COLIN,50.0
48674,2010,              FIVE,30.0
48707,2010,          DANIELLE,115.0
48759,2010,              EARL,125.0
48815,2010,             FIONA,55.0
48840,2010,            GASTON,35.0
48871,2010,           HERMINE,60.0
48895,2010,              IGOR,135.0
48957,2010,             JULIA,120.0
49009,2010,              KARL,110.0
49032,2010,              LISA,75.0
49071,2010,           MATTHEW,50.0
49088,2010,            NICOLE,40.0
49101,2010,              OTTO,75.0
49149,2010,             PAULA,90.0
49171,2010,           RICHARD,85.0
49201,2010,             SHARY,65.0
49211,2010,             TOMAS,85.0
49266,2011,            ARLENE,55.0
49280,2011,              BRET,60.0
49310,2011,             CINDY,60.0
49324,2011,               DON,45.0
49339,2011,             EMILY,45.0
49364,2011,          FRANKLIN,40.0
49380,2011,              GERT,55.0
49400,2011,            HARVEY,55.0
49418,2011,             IRENE,105.0
49462,2011,               TEN,30.0
49472,2011,              JOSE,40.0
49486,2011,             KATIA,120.0
49551,2011,           UNNAMED,40.0
49566,2011,               LEE,50.0
49589,2011,             MARIA,70.0
49632,2011,              NATE,65.0
49656,2011,           OPHELIA,120.0
49716,2011,          PHILIPPE,80.0
49782,2011,              RINA,100.0
49814,2011,              SEAN,55.0
49843,2012,           ALBERTO,50.0
49864,2012,             BERYL,60.0
49898,2012,             CHRIS,75.0
49930,2012,             DEBBY,55.0
49949,2012,           ERNESTO,85.0
49989,2012,          FLORENCE,50.0
50011,2012,            HELENE,40.0
50050,2012,            GORDON,95.0
50077,2012,             ISAAC,70.0
50129,2012,             JOYCE,35.0
50142,2012,              KIRK,90.0
50165,2012,            LESLIE,70.0
50226,2012,           MICHAEL,100.0
50269,2012,            NADINE,80.0
50366,2012,             OSCAR,45.0
50380,2012,             PATTY,40.0
50392,2012,            RAFAEL,80.0
50449,2012,             SANDY,100.0
50495,2012,              TONY,45.0
50516,2013,            ANDREA,55.0
50531,2013,             BARRY,40.0
50555,2013,           CHANTAL,55.0
50569,2013,            DORIAN,50.0
50621,2013,              ERIN,40.0
50642,2013,           FERNAND,50.0
50650,2013,         GABRIELLE,55.0
50687,2013,             EIGHT,30.0
50692,2013,          HUMBERTO,80.0
50739,2013,            INGRID,75.0
50762,2013,             JERRY,45.0
50796,2013,             KAREN,55.0
50811,2013,           LORENZO,45.0
50833,2013,           MELISSA,55.0
50860,2013,           UNNAMED,55.0
50877,2014,            ARTHUR,85.0
50925,2014,               TWO,30.0
50943,2014,            BERTHA,70.0
50991,2014,         CRISTOBAL,75.0
51031,2014,             DOLLY,45.0
51045,2014,           EDOUARD,105.0
51093,2014,               FAY,70.0
51108,2014,           GONZALO,125.0
51148,2014,             HANNA,35.0
51186,2015,               ANA,50.0
51215,2015,              BILL,50.0
51238,2015,         CLAUDETTE,45.0
51254,2015,             DANNY,110.0
51286,2015,             ERIKA,45.0
51303,2015,              FRED,75.0
51335,2015,             GRACE,50.0
51353,2015,             HENRI,45.0
51367,2015,              NINE,30.0
51387,2015,               IDA,45.0
51439,2015,           JOAQUIN,135.0
51516,2015,              KATE,75.0
51537,2016,              ALEX,75.0
51580,2016,            BONNIE,40.0
51637,2016,             COLIN,50.0
51653,2016,          DANIELLE,40.0
51666,2016,              EARL,75.0
51687,2016,             FIONA,45.0
51719,2016,            GASTON,105.0
51773,2016,             EIGHT,30.0
51795,2016,           HERMINE,70.0
51843,2016,               IAN,55.0
51865,2016,             JULIA,45.0
51899,2016,              KARL,60.0
51954,2016,              LISA,45.0
51985,2016,           MATTHEW,145.0
52036,2016,            NICOLE,120.0
52100,2016,              OTTO,100.0
52139,2017,            ARLENE,55.0
52167,2017,              BRET,45.0
52177,2017,             CINDY,50.0
52198,2017,              FOUR,25.0
52208,2017,               DON,45.0
52216,2017,             EMILY,50.0
52228,2017,          FRANKLIN,75.0
52247,2017,              GERT,95.0
52276,2017,            HARVEY,115.0
52351,2017,              IRMA,155.0
52418,2017,              JOSE,135.0
52504,2017,             KATIA,90.0
52523,2017,               LEE,100.0
52587,2017,             MARIA,150.0
52656,2017,              NATE,80.0
52689,2017,           OPHELIA,100.0
52737,2017,          PHILIPPE,35.0
52745,2017,              RINA,50.0
52767,2018,           ALBERTO,55.0
52794,2018,             BERYL,70.0
52847,2018,             CHRIS,90.0
52898,2018,             DEBBY,45.0
52931,2018,           ERNESTO,40.0
52950,2018,          FLORENCE,130.0
53030,2018,            GORDON,60.0
53056,2018,            HELENE,95.0
53099,2018,             ISAAC,65.0
53131,2018,             JOYCE,45.0
53171,2018,            ELEVEN,30.0
53177,2018,              KIRK,55.0
53206,2018,            LESLIE,80.0
53296,2018,           MICHAEL,140.0
53335,2018,            NADINE,55.0
53354,2018,             OSCAR,95.0
53391,2019,            ANDREA,35.0
53399,2019,             BARRY,65.0
53425,2019,             THREE,30.0
53431,2019,           CHANTAL,35.0
53457,2019,            DORIAN,160.0
53528,2019,              ERIN,35.0
53543,2019,           FERNAND,45.0
53553,2019,         GABRIELLE,55.0
53589,2019,          HUMBERTO,110.0
53624,2019,             JERRY,90.0
53670,2019,            IMELDA,40.0
53680,2019,             KAREN,40.0
53706,2019,           LORENZO,140.0
53755,2019,           MELISSA,55.0
53781,2019,           FIFTEEN,30.0
53795,2019,            NESTOR,50.0
53811,2019,              OLGA,45.0
53822,2019,             PABLO,70.0
53845,2019,           REBEKAH,70.0
53869,2019,         SEBASTIEN,60.0
53904,2020,            ARTHUR,55.0
53923,2020,            BERTHA,45.0
53931,2020,         CRISTOBAL,50.0
53977,2020,             DOLLY,40.0
53990,2020,           EDOUARD,40.0
54013,2020,               FAY,50.0
54041,2020,           GONZALO,55.0
54065,2020,             HANNA,80.0
54084,2020,            ISAIAS,80.0
54121,2020,               TEN,30.0
54136,2020,         JOSEPHINE,40.0
54161,2020,              KYLE,45.0
54169,2020,             LAURA,130.0
54212,2020,             MARCO,65.0
54234,2020,              OMAR,35.0
54262,2020,              NANA,65.0
54276,2020,          PAULETTE,90.0
54365,2020,              RENE,40.0
54398,2020,             SALLY,95.0
54427,2020,             TEDDY,120.0
54477,2020,             VICKY,45.0
54502,2020,              BETA,55.0
54537,2020,           WILFRED,35.0
54555,2020,             ALPHA,60.0
54576,2020,             GAMMA,65.0
54598,2020,             DELTA,120.0
54630,2020,           EPSILON,100.0
54672,2020,              ZETA,100.0
54698,2020,               ETA,130.0
54757,2020,             THETA,60.0
54791,2020,              IOTA,135.0
54818,2021,               ANA,50.0
54836,2021,              BILL,55.0
54847,2021,         CLAUDETTE,40.0
54871,2021,             DANNY,40.0
54879,2021,              ELSA,75.0
54923,2021,              FRED,55.0
54969,2021,             GRACE,105.0
55008,2021,             HENRI,65.0
55051,2021,               IDA,130.0
55092,2021,              KATE,40.0
55114,2021,            JULIAN,50.0
55128,2021,             LARRY,110.0
55175,2021,             MINDY,50.0
55186,2021,          NICHOLAS,65.0
55208,2021,            ODETTE,55.0
55252,2021,             PETER,45.0
55269,2021,              ROSE,50.0
55292,2021,               SAM,135.0
55352,2021,            TERESA,40.0
55363,2021,            VICTOR,55.0
55386,2021,             WANDA,60.0
55441,2022,              ALEX,60.0
55459,2022,            BONNIE,100.0
55515,2022,             COLIN,35.0
55522,2022,          DANIELLE,75.0
55585,2022,              EARL,95.0
55638,2022,             FIONA,120.0
55700,2022,            GASTON,55.0
55735,2022,               IAN,140.0
55776,2022,           HERMINE,35.0
55789,2022,            ELEVEN,30.0
55802,2022,            TWELVE,30.0
55813,2022,             JULIA,75.0
55835,2022,              KARL,50.0
55854,2022,              LISA,80.0
55879,2022,            MARTIN,75.0
55901,2022,            NICOLE,65.0
